instance,method,seed,best,wall,shap_time,fit_time,refreshes
la03,Tabu,16,725,0.00,0.000,0.000,0
la03,SHAP-off,16,774,0.22,0.000,0.000,0
la03,SG-ACO,16,745,1.43,0.258,0.918,2
la03,AS-std,17,811,0.21,0.000,0.000,0
la03,MMAS,17,809,0.20,0.000,0.000,0
la03,Tabu,17,768,0.00,0.000,0.000,0
la03,SHAP-off,17,770,0.22,0.000,0.000,0
la03,SG-ACO,17,770,1.47,0.280,0.931,2
la03,AS-std,18,784,0.19,0.000,0.000,0
la03,MMAS,18,766,0.17,0.000,0.000,0
la03,Tabu,18,731,0.00,0.000,0.000,0
la03,SHAP-off,18,761,0.22,0.000,0.000,0
la03,SG-ACO,18,761,0.79,0.127,0.432,1
la03,AS-std,19,833,0.18,0.000,0.000,0
la03,MMAS,19,765,0.16,0.000,0.000,0
la03,Tabu,19,768,0.00,0.000,0.000,0
la03,SHAP-off,19,751,0.22,0.000,0.000,0
la03,SG-ACO,19,745,1.98,0.387,1.324,3
la03,AS-std,20,760,0.19,0.000,0.000,0
la03,MMAS,20,743,0.17,0.000,0.000,0
la03,Tabu,20,768,0.00,0.000,0.000,0
la03,SHAP-off,20,758,0.22,0.000,0.000,0
la03,SG-ACO,20,789,1.41,0.263,0.891,2
la03,AS-std,21,761,0.18,0.000,0.000,0
la03,MMAS,21,798,0.16,0.000,0.000,0
la03,Tabu,21,741,0.00,0.000,0.000,0
la03,SHAP-off,21,756,0.22,0.000,0.000,0
la03,SG-ACO,21,763,1.45,0.278,0.921,2
la03,AS-std,22,812,0.19,0.000,0.000,0
la03,MMAS,22,817,0.17,0.000,0.000,0
la03,Tabu,22,768,0.00,0.000,0.000,0
la03,SHAP-off,22,765,0.23,0.000,0.000,0
la03,SG-ACO,22,712,1.42,0.259,0.911,2
la03,AS-std,23,777,0.18,0.000,0.000,0
la03,MMAS,23,768,0.16,0.000,0.000,0
la03,Tabu,23,768,0.00,0.000,0.000,0
la03,SHAP-off,23,756,0.22,0.000,0.000,0
la03,SG-ACO,23,780,0.78,0.127,0.425,1
la03,AS-std,24,826,0.18,0.000,0.000,0
la03,MMAS,24,793,0.16,0.000,0.000,0
la03,Tabu,24,768,0.00,0.000,0.000,0
la03,SHAP-off,24,739,0.21,0.000,0.000,0
la03,SG-ACO,24,739,0.77,0.125,0.417,1
la03,AS-std,25,817,0.18,0.000,0.000,0
la03,MMAS,25,773,0.16,0.000,0.000,0
la03,Tabu,25,768,0.00,0.000,0.000,0
la03,SHAP-off,25,726,0.22,0.000,0.000,0
la03,SG-ACO,25,735,2.12,0.442,1.407,3
la04,SPT,0,1525,0,0,0,0
la04,MWKR,0,1000,0,0,0,0
la04,MOR,0,854,0,0,0,0
la04,AS-std,1,901,0.19,0.000,0.000,0
la04,MMAS,1,835,0.16,0.000,0.000,0
la04,Tabu,1,799,0.00,0.000,0.000,0
la04,SHAP-off,1,789,0.21,0.000,0.000,0
la04,SG-ACO,1,795,2.05,0.409,1.365,3
la04,AS-std,2,873,0.20,0.000,0.000,0
la04,MMAS,2,820,0.17,0.000,0.000,0
la04,Tabu,2,799,0.00,0.000,0.000,0
la04,SHAP-off,2,765,0.23,0.000,0.000,0
la04,SG-ACO,2,767,3.55,0.839,2.393,5
la04,AS-std,3,901,0.19,0.000,0.000,0
la04,MMAS,3,883,0.17,0.000,0.000,0
la04,Tabu,3,793,0.00,0.000,0.000,0
la04,SHAP-off,3,744,0.22,0.000,0.000,0
la04,SG-ACO,3,744,0.79,0.126,0.431,1
la04,AS-std,4,863,0.19,0.000,0.000,0
la04,MMAS,4,829,0.16,0.000,0.000,0
la04,Tabu,4,799,0.00,0.000,0.000,0
la04,SHAP-off,4,771,0.22,0.000,0.000,0
la04,SG-ACO,4,822,3.63,0.806,2.504,5
la04,AS-std,5,860,0.18,0.000,0.000,0
la04,MMAS,5,860,0.17,0.000,0.000,0
la04,Tabu,5,799,0.00,0.000,0.000,0
la04,SHAP-off,5,731,0.21,0.000,0.000,0
la04,SG-ACO,5,777,2.05,0.413,1.359,3
la04,AS-std,6,838,0.19,0.000,0.000,0
la04,MMAS,6,792,0.16,0.000,0.000,0
la04,Tabu,6,793,0.00,0.000,0.000,0
la04,SHAP-off,6,797,0.23,0.000,0.000,0
la04,SG-ACO,6,796,3.30,0.712,2.286,5
la04,AS-std,7,884,0.18,0.000,0.000,0
la04,MMAS,7,827,0.17,0.000,0.000,0
la04,Tabu,7,788,0.00,0.000,0.000,0
la04,SHAP-off,7,754,0.22,0.000,0.000,0
la04,SG-ACO,7,788,1.42,0.268,0.903,2
la04,AS-std,8,854,0.18,0.000,0.000,0
la04,MMAS,8,880,0.16,0.000,0.000,0
la04,Tabu,8,793,0.00,0.000,0.000,0
la04,SHAP-off,8,772,0.21,0.000,0.000,0
la04,SG-ACO,8,747,1.99,0.407,1.328,3
la04,AS-std,9,926,0.18,0.000,0.000,0
la04,MMAS,9,862,0.16,0.000,0.000,0
la04,Tabu,9,780,0.00,0.000,0.000,0
la04,SHAP-off,9,804,0.21,0.000,0.000,0
la04,SG-ACO,9,793,1.45,0.287,0.915,2
la04,AS-std,10,899,0.18,0.000,0.000,0
la04,MMAS,10,852,0.16,0.000,0.000,0
la04,Tabu,10,793,0.00,0.000,0.000,0
la04,SHAP-off,10,719,0.22,0.000,0.000,0
la04,SG-ACO,10,719,0.78,0.125,0.426,1
la04,AS-std,11,867,0.19,0.000,0.000,0
la04,MMAS,11,860,0.16,0.000,0.000,0
la04,Tabu,11,788,0.00,0.000,0.000,0
la04,SHAP-off,11,770,0.21,0.000,0.000,0
la04,SG-ACO,11,755,1.40,0.267,0.883,2
la04,AS-std,12,858,0.18,0.000,0.000,0
la04,MMAS,12,735,0.16,0.000,0.000,0
la04,Tabu,12,793,0.00,0.000,0.000,0
la04,SHAP-off,12,758,0.21,0.000,0.000,0
la04,SG-ACO,12,751,1.37,0.252,0.868,2
la04,AS-std,13,882,0.19,0.000,0.000,0
la04,MMAS,13,866,0.17,0.000,0.000,0
la04,Tabu,13,799,0.00,0.000,0.000,0
la04,SHAP-off,13,775,0.23,0.000,0.000,0
la04,SG-ACO,13,775,1.37,0.256,0.864,2
la04,AS-std,14,874,0.19,0.000,0.000,0
la04,MMAS,14,784,0.17,0.000,0.000,0
la04,Tabu,14,799,0.01,0.000,0.000,0
la04,SHAP-off,14,804,0.23,0.000,0.000,0
la04,SG-ACO,14,773,2.08,0.433,1.376,3
la04,AS-std,15,780,0.18,0.000,0.000,0
la04,MMAS,15,817,0.16,0.000,0.000,0
la04,Tabu,15,793,0.00,0.000,0.000,0
la04,SHAP-off,15,723,0.21,0.000,0.000,0
la04,SG-ACO,15,732,2.07,0.427,1.378,3
la04,AS-std,16,893,0.18,0.000,0.000,0
la04,MMAS,16,801,0.16,0.000,0.000,0
la04,Tabu,16,851,0.00,0.000,0.000,0
la04,SHAP-off,16,746,0.23,0.000,0.000,0
la04,SG-ACO,16,773,3.26,0.700,2.265,5
la04,AS-std,17,831,0.19,0.000,0.000,0
la04,MMAS,17,819,0.17,0.000,0.000,0
la04,Tabu,17,793,0.00,0.000,0.000,0
la04,SHAP-off,17,800,0.21,0.000,0.000,0
la04,SG-ACO,17,755,5.22,1.260,3.594,7
la04,AS-std,18,890,0.19,0.000,0.000,0
la04,MMAS,18,820,0.16,0.000,0.000,0
la04,Tabu,18,793,0.00,0.000,0.000,0
la04,SHAP-off,18,723,0.21,0.000,0.000,0
la04,SG-ACO,18,723,0.79,0.126,0.434,1
la04,AS-std,19,878,0.18,0.000,0.000,0
la04,MMAS,19,794,0.16,0.000,0.000,0
la04,Tabu,19,851,0.00,0.000,0.000,0
la04,SHAP-off,19,732,0.22,0.000,0.000,0
la04,SG-ACO,19,757,0.81,0.128,0.442,1
la04,AS-std,20,880,0.19,0.000,0.000,0
la04,MMAS,20,842,0.17,0.000,0.000,0
la04,Tabu,20,799,0.00,0.000,0.000,0
la04,SHAP-off,20,815,0.22,0.000,0.000,0
la04,SG-ACO,20,811,2.78,0.590,1.896,4
la04,AS-std,21,883,0.19,0.000,0.000,0
la04,MMAS,21,779,0.17,0.000,0.000,0
la04,Tabu,21,799,0.00,0.000,0.000,0
la04,SHAP-off,21,785,0.22,0.000,0.000,0
la04,SG-ACO,21,803,1.55,0.314,0.973,2
la04,AS-std,22,837,0.20,0.000,0.000,0
la04,MMAS,22,824,0.16,0.000,0.000,0
la04,Tabu,22,799,0.00,0.000,0.000,0
la04,SHAP-off,22,708,0.21,0.000,0.000,0
la04,SG-ACO,22,708,0.78,0.124,0.427,1
la04,AS-std,23,858,0.19,0.000,0.000,0
la04,MMAS,23,851,0.17,0.000,0.000,0
la04,Tabu,23,799,0.00,0.000,0.000,0
la04,SHAP-off,23,784,0.21,0.000,0.000,0
la04,SG-ACO,23,771,1.36,0.253,0.863,2
la04,AS-std,24,910,0.18,0.000,0.000,0
la04,MMAS,24,806,0.16,0.000,0.000,0
la04,Tabu,24,788,0.00,0.000,0.000,0
la04,SHAP-off,24,764,0.21,0.000,0.000,0
la04,SG-ACO,24,764,1.99,0.394,1.336,3
la04,AS-std,25,891,0.19,0.000,0.000,0
la04,MMAS,25,857,0.16,0.000,0.000,0
la04,Tabu,25,793,0.00,0.000,0.000,0
la04,SHAP-off,25,805,0.21,0.000,0.000,0
la04,SG-ACO,25,754,2.04,0.425,1.352,3
la05,SPT,0,1434,0,0,0,0
la05,MWKR,0,666,0,0,0,0
la05,MOR,0,629,0,0,0,0
la05,AS-std,1,760,0.18,0.000,0.000,0
la05,MMAS,1,748,0.16,0.000,0.000,0
la05,Tabu,1,665,0.00,0.000,0.000,0
la05,SHAP-off,1,659,0.21,0.000,0.000,0
la05,SG-ACO,1,652,2.04,0.417,1.357,3
la05,AS-std,2,757,0.20,0.000,0.000,0
la05,MMAS,2,701,0.17,0.000,0.000,0
la05,Tabu,2,665,0.00,0.000,0.000,0
la05,SHAP-off,2,693,0.22,0.000,0.000,0
la05,SG-ACO,2,661,1.44,0.275,0.915,2
la05,AS-std,3,756,0.18,0.000,0.000,0
la05,MMAS,3,750,0.18,0.000,0.000,0
la05,Tabu,3,665,0.00,0.000,0.000,0
la05,SHAP-off,3,681,0.22,0.000,0.000,0
la05,SG-ACO,3,671,1.46,0.291,0.914,2
la05,AS-std,4,754,0.19,0.000,0.000,0
la05,MMAS,4,704,0.16,0.000,0.000,0
la05,Tabu,4,665,0.00,0.000,0.000,0
la05,SHAP-off,4,659,0.21,0.000,0.000,0
la05,SG-ACO,4,659,0.80,0.124,0.433,1
la05,AS-std,5,775,0.19,0.000,0.000,0
la05,MMAS,5,667,0.17,0.000,0.000,0
la05,Tabu,5,665,0.00,0.000,0.000,0
la05,SHAP-off,5,636,0.22,0.000,0.000,0
la05,SG-ACO,5,629,1.40,0.260,0.878,2
la05,AS-std,6,728,0.18,0.000,0.000,0
la05,MMAS,6,692,0.17,0.000,0.000,0
la05,Tabu,6,665,0.00,0.000,0.000,0
la05,SHAP-off,6,678,0.22,0.000,0.000,0
la05,SG-ACO,6,672,2.04,0.413,1.355,3
la05,AS-std,7,740,0.19,0.000,0.000,0
la05,MMAS,7,738,0.16,0.000,0.000,0
la05,Tabu,7,665,0.00,0.000,0.000,0
la05,SHAP-off,7,648,0.21,0.000,0.000,0
la05,SG-ACO,7,648,0.78,0.126,0.424,1
la05,AS-std,8,749,0.19,0.000,0.000,0
la05,MMAS,8,772,0.16,0.000,0.000,0
la05,Tabu,8,665,0.00,0.000,0.000,0
la05,SHAP-off,8,687,0.22,0.000,0.000,0
la05,SG-ACO,8,687,0.77,0.124,0.428,1
la05,AS-std,9,760,0.18,0.000,0.000,0
la05,MMAS,9,748,0.17,0.000,0.000,0
la05,Tabu,9,665,0.00,0.000,0.000,0
la05,SHAP-off,9,678,0.22,0.000,0.000,0
la05,SG-ACO,9,686,1.41,0.273,0.883,2
la05,AS-std,10,799,0.18,0.000,0.000,0
la05,MMAS,10,721,0.16,0.000,0.000,0
la05,Tabu,10,665,0.00,0.000,0.000,0
la05,SHAP-off,10,673,0.21,0.000,0.000,0
la05,SG-ACO,10,647,1.34,0.255,0.841,2
la05,AS-std,11,707,0.18,0.000,0.000,0
la05,MMAS,11,732,0.16,0.000,0.000,0
la05,Tabu,11,665,0.00,0.000,0.000,0
la05,SHAP-off,11,678,0.21,0.000,0.000,0
la05,SG-ACO,11,647,1.95,0.396,1.297,3
la05,AS-std,12,705,0.19,0.000,0.000,0
la05,MMAS,12,702,0.16,0.000,0.000,0
la05,Tabu,12,665,0.00,0.000,0.000,0
la05,SHAP-off,12,670,0.22,0.000,0.000,0
la05,SG-ACO,12,660,3.52,0.850,2.363,5
la05,AS-std,13,714,0.18,0.000,0.000,0
la05,MMAS,13,715,0.16,0.000,0.000,0
la05,Tabu,13,665,0.00,0.000,0.000,0
la05,SHAP-off,13,686,0.21,0.000,0.000,0
la05,SG-ACO,13,688,3.16,0.663,2.200,5
la05,AS-std,14,646,0.19,0.000,0.000,0
la05,MMAS,14,646,0.16,0.000,0.000,0
la05,Tabu,14,665,0.00,0.000,0.000,0
la05,SHAP-off,14,664,0.22,0.000,0.000,0
la05,SG-ACO,14,664,1.39,0.265,0.875,2
la05,AS-std,15,729,0.18,0.000,0.000,0
la05,MMAS,15,718,0.17,0.000,0.000,0
la05,Tabu,15,665,0.00,0.000,0.000,0
la05,SHAP-off,15,644,0.21,0.000,0.000,0
la05,SG-ACO,15,644,0.78,0.125,0.420,1
la05,AS-std,16,741,0.19,0.000,0.000,0
la05,MMAS,16,733,0.16,0.000,0.000,0
la05,Tabu,16,665,0.00,0.000,0.000,0
la05,SHAP-off,16,655,0.22,0.000,0.000,0
la05,SG-ACO,16,693,1.79,0.364,1.074,2
la05,AS-std,17,758,0.32,0.000,0.000,0
la05,MMAS,17,743,0.17,0.000,0.000,0
la05,Tabu,17,665,0.00,0.000,0.000,0
la05,SHAP-off,17,665,0.22,0.000,0.000,0
la05,SG-ACO,17,654,1.39,0.261,0.876,2
la05,AS-std,18,744,0.18,0.000,0.000,0
la05,MMAS,18,756,0.17,0.000,0.000,0
la05,Tabu,18,665,0.00,0.000,0.000,0
la05,SHAP-off,18,658,0.22,0.000,0.000,0
la05,SG-ACO,18,680,1.40,0.263,0.889,2
la05,AS-std,19,709,0.19,0.000,0.000,0
la05,MMAS,19,747,0.17,0.000,0.000,0
la05,Tabu,19,665,0.00,0.000,0.000,0
la05,SHAP-off,19,656,0.21,0.000,0.000,0
la05,SG-ACO,19,641,1.39,0.256,0.883,2
la05,AS-std,20,777,0.20,0.000,0.000,0
la05,MMAS,20,693,0.17,0.000,0.000,0
la05,Tabu,20,665,0.00,0.000,0.000,0
la05,SHAP-off,20,674,0.21,0.000,0.000,0
la05,SG-ACO,20,667,3.50,0.856,2.332,5
la05,AS-std,21,716,0.19,0.000,0.000,0
la05,MMAS,21,683,0.16,0.000,0.000,0
la05,Tabu,21,665,0.00,0.000,0.000,0
la05,SHAP-off,21,611,0.21,0.000,0.000,0
la05,SG-ACO,21,673,1.38,0.265,0.868,2
la05,AS-std,22,771,0.18,0.000,0.000,0
la05,MMAS,22,739,0.17,0.000,0.000,0
la05,Tabu,22,665,0.00,0.000,0.000,0
la05,SHAP-off,22,665,0.21,0.000,0.000,0
la05,SG-ACO,22,665,0.77,0.124,0.418,1
la05,AS-std,23,741,0.20,0.000,0.000,0
la05,MMAS,23,724,0.17,0.000,0.000,0
la05,Tabu,23,665,0.00,0.000,0.000,0
la05,SHAP-off,23,675,0.22,0.000,0.000,0
la05,SG-ACO,23,691,1.39,0.266,0.880,2
la05,AS-std,24,789,0.19,0.000,0.000,0
la05,MMAS,24,690,0.19,0.000,0.000,0
la05,Tabu,24,665,0.00,0.000,0.000,0
la05,SHAP-off,24,661,0.22,0.000,0.000,0
la05,SG-ACO,24,659,2.14,0.432,1.424,3
la05,AS-std,25,757,0.21,0.000,0.000,0
la05,MMAS,25,711,0.19,0.000,0.000,0
la05,Tabu,25,665,0.00,0.000,0.000,0
la05,SHAP-off,25,690,0.24,0.000,0.000,0
la05,SG-ACO,25,690,0.89,0.152,0.484,1
ft10,SPT,0,2648,0,0,0,0
ft10,MWKR,0,1289,0,0,0,0
ft10,MOR,0,1319,0,0,0,0
ft10,AS-std,1,1492,0.32,0.000,0.000,0
ft10,MMAS,1,1560,0.30,0.000,0.000,0
ft10,Tabu,1,1228,0.00,0.000,0.000,0
ft10,SHAP-off,1,1422,0.37,0.000,0.000,0
ft10,SG-ACO,1,1454,2.68,0.603,1.598,2
ft10,AS-std,2,1510,0.36,0.000,0.000,0
ft10,MMAS,2,1486,0.33,0.000,0.000,0
ft10,Tabu,2,1228,0.00,0.000,0.000,0
ft10,SHAP-off,2,1434,0.40,0.000,0.000,0
ft10,SG-ACO,2,1457,2.47,0.530,1.483,2
ft10,AS-std,3,1554,0.36,0.000,0.000,0
ft10,MMAS,3,1447,0.33,0.000,0.000,0
ft10,Tabu,3,1221,0.00,0.000,0.000,0
ft10,SHAP-off,3,1447,0.40,0.000,0.000,0
ft10,SG-ACO,3,1509,2.57,0.568,1.541,2
ft10,AS-std,4,1493,0.36,0.000,0.000,0
ft10,MMAS,4,1496,0.33,0.000,0.000,0
ft10,Tabu,4,1228,0.00,0.000,0.000,0
ft10,SHAP-off,4,1472,0.43,0.000,0.000,0
ft10,SG-ACO,4,1488,2.48,0.527,1.496,2
ft10,AS-std,5,1461,0.35,0.000,0.000,0
ft10,MMAS,5,1346,0.34,0.000,0.000,0
ft10,Tabu,5,1228,0.00,0.000,0.000,0
ft10,SHAP-off,5,1404,0.42,0.000,0.000,0
ft10,SG-ACO,5,1404,1.38,0.248,0.741,1
ft10,AS-std,6,1478,0.33,0.000,0.000,0
ft10,MMAS,6,1423,0.34,0.000,0.000,0
ft10,Tabu,6,1228,0.00,0.000,0.000,0
ft10,SHAP-off,6,1504,0.41,0.000,0.000,0
ft10,SG-ACO,6,1504,2.70,0.604,1.614,2
ft10,AS-std,7,1465,0.41,0.000,0.000,0
ft10,MMAS,7,1438,0.34,0.000,0.000,0
ft10,Tabu,7,1228,0.00,0.000,0.000,0
ft10,SHAP-off,7,1387,0.44,0.000,0.000,0
ft10,SG-ACO,7,1509,1.42,0.265,0.726,1
ft10,AS-std,8,1380,0.35,0.000,0.000,0
ft10,MMAS,8,1478,0.33,0.000,0.000,0
ft10,Tabu,8,1228,0.00,0.000,0.000,0
ft10,SHAP-off,8,1478,0.40,0.000,0.000,0
ft10,SG-ACO,8,1400,2.38,0.524,1.416,2
ft10,AS-std,9,1445,0.33,0.000,0.000,0
ft10,MMAS,9,1432,0.31,0.000,0.000,0
ft10,Tabu,9,1228,0.00,0.000,0.000,0
ft10,SHAP-off,9,1443,0.36,0.000,0.000,0
ft10,SG-ACO,9,1443,1.32,0.247,0.685,1
ft10,AS-std,10,1536,0.33,0.000,0.000,0
ft10,MMAS,10,1399,0.31,0.000,0.000,0
ft10,Tabu,10,1228,0.00,0.000,0.000,0
ft10,SHAP-off,10,1470,0.37,0.000,0.000,0
ft10,SG-ACO,10,1473,2.40,0.534,1.452,2
ft10,AS-std,11,1361,0.32,0.000,0.000,0
ft10,MMAS,11,1361,0.30,0.000,0.000,0
ft10,Tabu,11,1228,0.00,0.000,0.000,0
ft10,SHAP-off,11,1481,0.36,0.000,0.000,0
ft10,SG-ACO,11,1478,2.55,0.582,1.539,2
ft10,AS-std,12,1533,0.33,0.000,0.000,0
ft10,MMAS,12,1481,0.31,0.000,0.000,0
ft10,Tabu,12,1228,0.00,0.000,0.000,0
ft10,SHAP-off,12,1503,0.37,0.000,0.000,0
ft10,SG-ACO,12,1506,2.40,0.524,1.446,2
ft10,AS-std,13,1510,0.32,0.000,0.000,0
ft10,MMAS,13,1437,0.30,0.000,0.000,0
ft10,Tabu,13,1228,0.00,0.000,0.000,0
ft10,SHAP-off,13,1446,0.37,0.000,0.000,0
ft10,SG-ACO,13,1446,2.30,0.497,1.377,2
ft10,AS-std,14,1527,0.32,0.000,0.000,0
ft10,MMAS,14,1545,0.30,0.000,0.000,0
ft10,Tabu,14,1228,0.00,0.000,0.000,0
ft10,SHAP-off,14,1455,0.37,0.000,0.000,0
ft10,SG-ACO,14,1465,1.30,0.235,0.674,1
ft10,AS-std,15,1508,0.32,0.000,0.000,0
ft10,MMAS,15,1494,0.29,0.000,0.000,0
ft10,Tabu,15,1197,0.00,0.000,0.000,0
ft10,SHAP-off,15,1437,0.36,0.000,0.000,0
ft10,SG-ACO,15,1437,1.30,0.238,0.676,1
ft10,AS-std,16,1458,0.32,0.000,0.000,0
ft10,MMAS,16,1408,0.30,0.000,0.000,0
ft10,Tabu,16,1228,0.00,0.000,0.000,0
ft10,SHAP-off,16,1482,0.37,0.000,0.000,0
ft10,SG-ACO,16,1482,2.45,0.543,1.483,2
ft10,AS-std,17,1362,0.33,0.000,0.000,0
ft10,MMAS,17,1473,0.31,0.000,0.000,0
ft10,Tabu,17,1228,0.00,0.000,0.000,0
ft10,SHAP-off,17,1456,0.36,0.000,0.000,0
ft10,SG-ACO,17,1456,1.33,0.246,0.692,1
ft10,AS-std,18,1427,0.32,0.000,0.000,0
ft10,MMAS,18,1513,0.30,0.000,0.000,0
ft10,Tabu,18,1228,0.00,0.000,0.000,0
ft10,SHAP-off,18,1514,0.37,0.000,0.000,0
ft10,SG-ACO,18,1514,1.39,0.251,0.742,1
ft10,AS-std,19,1493,0.32,0.000,0.000,0
ft10,MMAS,19,1511,0.31,0.000,0.000,0
ft10,Tabu,19,1197,0.00,0.000,0.000,0
ft10,SHAP-off,19,1468,0.37,0.000,0.000,0
ft10,SG-ACO,19,1516,2.30,0.493,1.386,2
ft10,AS-std,20,1448,0.32,0.000,0.000,0
ft10,MMAS,20,1518,0.30,0.000,0.000,0
ft10,Tabu,20,1228,0.00,0.000,0.000,0
ft10,SHAP-off,20,1504,0.37,0.000,0.000,0
ft10,SG-ACO,20,1504,2.49,0.549,1.513,2
ft10,AS-std,21,1449,0.32,0.000,0.000,0
ft10,MMAS,21,1449,0.30,0.000,0.000,0
ft10,Tabu,21,1197,0.00,0.000,0.000,0
ft10,SHAP-off,21,1407,0.36,0.000,0.000,0
ft10,SG-ACO,21,1407,1.31,0.237,0.681,1
ft10,AS-std,22,1492,0.32,0.000,0.000,0
ft10,MMAS,22,1405,0.30,0.000,0.000,0
ft10,Tabu,22,1197,0.00,0.000,0.000,0
ft10,SHAP-off,22,1445,0.38,0.000,0.000,0
ft10,SG-ACO,22,1458,1.35,0.258,0.697,1
ft10,AS-std,23,1443,0.34,0.000,0.000,0
ft10,MMAS,23,1460,0.31,0.000,0.000,0
ft10,Tabu,23,1228,0.00,0.000,0.000,0
ft10,SHAP-off,23,1466,0.36,0.000,0.000,0
ft10,SG-ACO,23,1541,2.61,0.583,1.576,2
ft10,AS-std,24,1528,0.34,0.000,0.000,0
ft10,MMAS,24,1442,0.32,0.000,0.000,0
ft10,Tabu,24,1228,0.00,0.000,0.000,0
ft10,SHAP-off,24,1468,0.37,0.000,0.000,0
ft10,SG-ACO,24,1496,2.51,0.562,1.520,2
ft10,AS-std,25,1427,0.32,0.000,0.000,0
ft10,MMAS,25,1452,0.30,0.000,0.000,0
ft10,Tabu,25,1228,0.00,0.000,0.000,0
ft10,SHAP-off,25,1437,0.38,0.000,0.000,0
ft10,SG-ACO,25,1437,1.38,0.245,0.705,1
abz5,SPT,0,4668,0,0,0,0
abz5,MWKR,0,1451,0,0,0,0
abz5,MOR,0,1555,0,0,0,0
abz5,AS-std,1,1732,0.35,0.000,0.000,0
abz5,MMAS,1,1699,0.34,0.000,0.000,0
abz5,Tabu,1,1451,0.00,0.000,0.000,0
abz5,SHAP-off,1,2076,0.37,0.000,0.000,0
abz5,SG-ACO,1,1975,2.35,0.511,1.425,2
abz5,AS-std,2,1752,0.34,0.000,0.000,0
abz5,MMAS,2,1752,0.31,0.000,0.000,0
abz5,Tabu,2,1451,0.00,0.000,0.000,0
abz5,SHAP-off,2,1932,0.35,0.000,0.000,0
abz5,SG-ACO,2,2031,2.28,0.518,1.348,2
abz5,AS-std,3,1747,0.33,0.000,0.000,0
abz5,MMAS,3,1673,0.31,0.000,0.000,0
abz5,Tabu,3,1451,0.00,0.000,0.000,0
abz5,SHAP-off,3,1920,0.36,0.000,0.000,0
abz5,SG-ACO,3,1880,2.29,0.491,1.370,2
abz5,AS-std,4,1771,0.32,0.000,0.000,0
abz5,MMAS,4,1748,0.31,0.000,0.000,0
abz5,Tabu,4,1451,0.00,0.000,0.000,0
abz5,SHAP-off,4,1922,0.36,0.000,0.000,0
abz5,SG-ACO,4,1922,1.30,0.236,0.677,1
abz5,AS-std,5,1656,0.33,0.000,0.000,0
abz5,MMAS,5,1750,0.33,0.000,0.000,0
abz5,Tabu,5,1451,0.00,0.000,0.000,0
abz5,SHAP-off,5,2067,0.37,0.000,0.000,0
abz5,SG-ACO,5,1955,2.27,0.494,1.359,2
abz5,AS-std,6,1779,0.32,0.000,0.000,0
abz5,MMAS,6,1704,0.31,0.000,0.000,0
abz5,Tabu,6,1451,0.00,0.000,0.000,0
abz5,SHAP-off,6,2114,0.35,0.000,0.000,0
abz5,SG-ACO,6,1931,3.77,0.935,2.373,3
abz5,AS-std,7,1678,0.34,0.000,0.000,0
abz5,MMAS,7,1814,0.32,0.000,0.000,0
abz5,Tabu,7,1451,0.00,0.000,0.000,0
abz5,SHAP-off,7,2025,0.36,0.000,0.000,0
abz5,SG-ACO,7,1900,2.23,0.479,1.344,2
abz5,AS-std,8,1706,0.32,0.000,0.000,0
abz5,MMAS,8,1604,0.31,0.000,0.000,0
abz5,Tabu,8,1451,0.00,0.000,0.000,0
abz5,SHAP-off,8,2067,0.35,0.000,0.000,0
abz5,SG-ACO,8,2068,2.43,0.534,1.461,2
abz5,AS-std,9,1713,0.33,0.000,0.000,0
abz5,MMAS,9,1661,0.33,0.000,0.000,0
abz5,Tabu,9,1451,0.00,0.000,0.000,0
abz5,SHAP-off,9,2122,0.47,0.000,0.000,0
abz5,SG-ACO,9,1923,2.56,0.615,1.502,2
abz5,AS-std,10,1755,0.36,0.000,0.000,0
abz5,MMAS,10,1723,0.35,0.000,0.000,0
abz5,Tabu,10,1451,0.00,0.000,0.000,0
abz5,SHAP-off,10,2033,0.38,0.000,0.000,0
abz5,SG-ACO,10,1964,2.46,0.557,1.465,2
abz5,AS-std,11,1725,0.32,0.000,0.000,0
abz5,MMAS,11,1672,0.31,0.000,0.000,0
abz5,Tabu,11,1451,0.00,0.000,0.000,0
abz5,SHAP-off,11,1970,0.36,0.000,0.000,0
abz5,SG-ACO,11,1970,1.31,0.237,0.689,1
abz5,AS-std,12,1636,0.32,0.000,0.000,0
abz5,MMAS,12,1695,0.31,0.000,0.000,0
abz5,Tabu,12,1451,0.00,0.000,0.000,0
abz5,SHAP-off,12,2031,0.36,0.000,0.000,0
abz5,SG-ACO,12,1962,3.61,0.853,2.293,3
abz5,AS-std,13,1681,0.32,0.000,0.000,0
abz5,MMAS,13,1757,0.31,0.000,0.000,0
abz5,Tabu,13,1451,0.00,0.000,0.000,0
abz5,SHAP-off,13,2029,0.35,0.000,0.000,0
abz5,SG-ACO,13,2055,3.25,0.746,2.066,3
abz5,AS-std,14,1727,0.32,0.000,0.000,0
abz5,MMAS,14,1705,0.31,0.000,0.000,0
abz5,Tabu,14,1451,0.00,0.000,0.000,0
abz5,SHAP-off,14,2074,0.36,0.000,0.000,0
abz5,SG-ACO,14,1888,2.31,0.506,1.378,2
abz5,AS-std,15,1770,0.33,0.000,0.000,0
abz5,MMAS,15,1696,0.31,0.000,0.000,0
abz5,Tabu,15,1451,0.00,0.000,0.000,0
abz5,SHAP-off,15,2109,0.36,0.000,0.000,0
